151,Marco Beltran,http://www.fightmetric.com/fighter-details/ec71a892fada28c7
152,Joseph Benavidez,http://www.fightmetric.com/fighter-details/80eacd4da0617c57
153,Mike Bencic,http://www.fightmetric.com/fighter-details/a71feb7ea7592a71
154,Dave Beneteau,http://www.fightmetric.com/fighter-details/9fd1f08dd4aec14a
155,Gabriel Benitez,http://www.fightmetric.com/fighter-details/436f970c9ea9169c
156,Karla Benitez,http://www.fightmetric.com/fighter-details/6104730621ff318d
157,Charles Bennett,http://www.fightmetric.com/fighter-details/8dc4f34c1f50d00d
158,Josh Bennett,http://www.fightmetric.com/fighter-details/c3ac8d0da7b05772
159,Lance Benoist,http://www.fightmetric.com/fighter-details/5431dccc09118234
160,Ryan Benoit,http://www.fightmetric.com/fighter-details/20999e27ddd94bda
161,Joe Benoit,http://www.fightmetric.com/fighter-details/a30f6d375dea5f9b
162,Pat Benson,http://www.fightmetric.com/fighter-details/a25f3dc0df974597
163,Len Bentley,http://www.fightmetric.com/fighter-details/592d23aed850e652
164,Steve Berger,http://www.fightmetric.com/fighter-details/21b1132949f2a9b0
165,Bret Bergmark,http://www.fightmetric.com/fighter-details/2891c9f7b26b26fc
166,Keith Berish,http://www.fightmetric.com/fighter-details/e3779ef06e98f185
167,Dennis Bermudez,http://www.fightmetric.com/fighter-details/6f242453c91a5af0
168,Keith Berry,http://www.fightmetric.com/fighter-details/0b935b9bbbe5fc07
169,Dave Berry,http://www.fightmetric.com/fighter-details/b3bbe88fecd6a0d2
170,Dieusel Berto,http://www.fightmetric.com/fighter-details/0db70ca89e1c7374
171,Edson Berto,http://www.fightmetric.com/fighter-details/66766984842c13dc
172,Allen Berube,http://www.fightmetric.com/fighter-details/aebfb84d1f6d2d8c
173,Scott Bessac,http://www.fightmetric.com/fighter-details/3f24c96753dbd9f9
174,Fernando Bettega,http://www.fightmetric.com/fighter-details/a524710c3ef918fa
175,David Bielkheden,http://www.fightmetric.com/fighter-details/1efa064872f089d0
176,Jeremiah Billington,http://www.fightmetric.com/fighter-details/b3b6e80b7d5f8f0d
177,Scott Bills,http://www.fightmetric.com/fighter-details/53f02bbc41d99432
178,Anthony Birchak,http://www.fightmetric.com/fighter-details/c5a126ace82a6025
179,Michael Bisping,http://www.fightmetric.com/fighter-details/2b93ebd9f5417ad2
180,Amaury Bitetti,http://www.fightmetric.com/fighter-details/7a359ef685a304a7
181,Jan Blachowicz,http://www.fightmetric.com/fighter-details/99df7d0a2a08a8a8
182,Jason Black,http://www.fightmetric.com/fighter-details/b2f743746e8dcfa2
183,Brad Blackburn,http://www.fightmetric.com/fighter-details/7e69a4b0961aa555
184,Jason Blackford,http://www.fightmetric.com/fighter-details/619d807fa54ae8f7
185,Tom Blackledge,http://www.fightmetric.com/fighter-details/2adb11835acd815b
186,Maximo Blanco,http://www.fightmetric.com/fighter-details/4a1329cc8eb0928a
187,Byron Bloodworth,http://www.fightmetric.com/fighter-details/ecdf14f4f8643d39
188,Dan Bobish,http://www.fightmetric.com/fighter-details/f348d05403fad037
189,Mark Bocek,http://www.fightmetric.com/fighter-details/cf9d24e4bd0cf2ce
190,Jeremy Boczulak,http://www.fightmetric.com/fighter-details/1afd74f8cb0719f3
191,Tim Boetsch,http://www.fightmetric.com/fighter-details/c80095f6092271a7
192,Jerry Bohlander,http://www.fightmetric.com/fighter-details/93892752c5fc23ca
193,Kotetsu Boku,http://www.fightmetric.com/fighter-details/d227958e8a0c1466
194,Tony Bonello,http://www.fightmetric.com/fighter-details/702a72aa7a266d86
195,Jesse Bongfeldt,http://www.fightmetric.com/fighter-details/934de214814b8ff4
196,Stephan Bonnar,http://www.fightmetric.com/fighter-details/c6a33ff198aaaeeb
197,Ray Borg,http://www.fightmetric.com/fighter-details/a4de54ea806fb525
198,Igor Borisov,http://www.fightmetric.com/fighter-details/0313bf497de9c470
199,Steve Bosse,http://www.fightmetric.com/fighter-details/e023fa2e648ea0f1
200,Marcus Bossett,http://www.fightmetric.com/fighter-details/e8fb8e53bc2e29d6
201,Chris Bostick,http://www.fightmetric.com/fighter-details/239224bedeb2c7a4
202,Francois Botha,http://www.fightmetric.com/fighter-details/545d549d6bf87187
203,Gregory Bouchelaghem,http://www.fightmetric.com/fighter-details/59851163aaf1aed8
204,Rich Bouphanouvong,http://www.fightmetric.com/fighter-details/611b9c068c9e2c44
205,Mike Bourke,http://www.fightmetric.com/fighter-details/dfdd0c5dd0d4bc23
206,Jess Bouscal,http://www.fightmetric.com/fighter-details/38b1417ec17072da
207,Tai Bowden,http://www.fightmetric.com/fighter-details/2efbc83a6b9b7f86
208,Melton Bowen,http://www.fightmetric.com/fighter-details/81ca2c245b19b3c5
209,Brian Bowles,http://www.fightmetric.com/fighter-details/b26d3e3746fb4024
210,Roger Bowling,http://www.fightmetric.com/fighter-details/3b9f723e2720a238
211,Ashe Bowman,http://www.fightmetric.com/fighter-details/8a0a35e7c74bebcc
212,Blake Bowman,http://www.fightmetric.com/fighter-details/a95a0504fd73bd3e
213,Paul Bradley,http://www.fightmetric.com/fighter-details/c7011de4765d2497
214,Kyle Bradley,http://www.fightmetric.com/fighter-details/a6959da32f0e6b5d
215,Ebenezer Fontes,http://www.fightmetric.com/fighter-details/dc950d59dc590aca
216,Joe Brammer,http://www.fightmetric.com/fighter-details/013da757877044a2
217,Dave Branch,http://www.fightmetric.com/fighter-details/d2c55d1d2e67773b
218,Diego Brandao,http://www.fightmetric.com/fighter-details/c2e3e67b5911bfb7
219,Michael Bravo,http://www.fightmetric.com/fighter-details/dc63542668295c23
220,Chris Brennan,http://www.fightmetric.com/fighter-details/b19fc66613dc75b9
221,Charlie Brenneman,http://www.fightmetric.com/fighter-details/98f6da59d765ec94
222,Mack Brewer,http://www.fightmetric.com/fighter-details/106a925d947a0de9
223,Jason Brilz,http://www.fightmetric.com/fighter-details/497ba5b12a4bfc47
224,Marcus Brimage,http://www.fightmetric.com/fighter-details/81801f57bd0a7c41
225,Aaron Brink,http://www.fightmetric.com/fighter-details/cf1a88371c8cb690
226,Henry Briones,http://www.fightmetric.com/fighter-details/01fcef7e3d051722
227,Marcelo Brito,http://www.fightmetric.com/fighter-details/3a97fda0de6f1fa4
228,Antwain Britt,http://www.fightmetric.com/fighter-details/2833f50b20e96e52
229,Drew Brokenshire,http://www.fightmetric.com/fighter-details/aa571d75f80fde7d
230,Mike Bronzoulis,http://www.fightmetric.com/fighter-details/df3c39573d01f55b
231,Jonathan Brookins,http://www.fightmetric.com/fighter-details/b0a6124751a56bc4
232,Will Brooks,http://www.fightmetric.com/fighter-details/b6e6c3b1dcaae0a1
233,Rob Broughton,http://www.fightmetric.com/fighter-details/a7d687e6ecb30981
234,Lee Brousseau,http://www.fightmetric.com/fighter-details/0974d8d4053a7237
235,Matt Brown,http://www.fightmetric.com/fighter-details/31123249b0bbf52e
236,Chris Brown,http://www.fightmetric.com/fighter-details/9e2624ac992660c6
237,Terrell Brown,http://www.fightmetric.com/fighter-details/85df85a4e276c90e
238,Todd Brown,http://www.fightmetric.com/fighter-details/9b68bf67c5695185
239,Mike Brown,http://www.fightmetric.com/fighter-details/e0b74df14f52cd15
240,Dominic Brown,http://www.fightmetric.com/fighter-details/52b3ec072ad497a4
241,Humberto Brown,http://www.fightmetric.com/fighter-details/e9e7e1c8ff289e1b
242,Travis Browne,http://www.fightmetric.com/fighter-details/3236bf606fe9fa5b
243,Junie Browning,http://www.fightmetric.com/fighter-details/d74cba8566291bfa
244,Jules Bruchez,http://www.fightmetric.com/fighter-details/d1dcd4e96464a53d
245,Justin Bruckmann,http://www.fightmetric.com/fighter-details/5f8e00c27b7e7410
246,Steve Bruno,http://www.fightmetric.com/fighter-details/2f3f12002564bb55
247,Derek Brunson,http://www.fightmetric.com/fighter-details/b1a3e0aca758b322
248,Josh Bryant,http://www.fightmetric.com/fighter-details/01f022fa494188e2
249,Justin Buchholz,http://www.fightmetric.com/fighter-details/231926533134ec1f
250,Zak Bucia,http://www.fightmetric.com/fighter-details/6bbb8dc6e128779e
251,Courtney Buck,http://www.fightmetric.com/fighter-details/3feed7d02711d8b7
252,Julia Budd,http://www.fightmetric.com/fighter-details/dcdc4503b9d49977
253,Mike Budnik,http://www.fightmetric.com/fighter-details/b98209144b63ae26
254,Francisco Bueno,http://www.fightmetric.com/fighter-details/a72d260b436924c4
255,Paul Buentello,http://www.fightmetric.com/fighter-details/f0abbb6f3444dae7
256,Lee Kwan,http://www.fightmetric.com/fighter-details/c0342805a1948cbb
257,Josh Bumgarner,http://www.fightmetric.com/fighter-details/9900ab86a4c458bd
258,Josh Burkman,http://www.fightmetric.com/fighter-details/6da99156486ed6c2
259,Mikey Burnett,http://www.fightmetric.com/fighter-details/4c805f5f58a75df0
260,Kevin Burns,http://www.fightmetric.com/fighter-details/a6d8bfe9e0c8153b
261,Gilbert Burns,http://www.fightmetric.com/fighter-details/23024fdfc966410a
262,Derrick Burnsed,http://www.fightmetric.com/fighter-details/2213330f082f82d5
263,Nah-Shon Burrell,http://www.fightmetric.com/fighter-details/2c64c035485906aa
264,Bubba Bush,http://www.fightmetric.com/fighter-details/132505067f08c54d
265,George Bush,http://www.fightmetric.com/fighter-details/f0c779dc2ca3816c
266,Murilo Bustamante,http://www.fightmetric.com/fighter-details/85d905f7c4f5a1af
267,Goldman Butler,http://www.fightmetric.com/fighter-details/e2d5072048b825b1
268,Todd Butler,http://www.fightmetric.com/fighter-details/3fed746acfd026dd
269,Michael Byrnes,http://www.fightmetric.com/fighter-details/87f0b37f153cf497
270,Steve Byrnes,http://www.fightmetric.com/fighter-details/43612456979e5d5e
272,Yan Cabral,http://www.fightmetric.com/fighter-details/7cdd3e5d3aa9cb39
273,Alvin Cacdac,http://www.fightmetric.com/fighter-details/ce7871949b0ed2bf
274,Alex Caceres,http://www.fightmetric.com/fighter-details/7aa3d6964eff4877
275,Travis Calanoc,http://www.fightmetric.com/fighter-details/90d28fee0af74f2d
276,Joanne Calderwood,http://www.fightmetric.com/fighter-details/12f91bfa8f1f723b
277,Joe Camacho,http://www.fightmetric.com/fighter-details/dfb965c9824425db
278,Fabricio Camoes,http://www.fightmetric.com/fighter-details/7abe471b61725980
279,Chris Camozzi,http://www.fightmetric.com/fighter-details/6c2030e0a143a94b
280,Thomas Campbell,http://www.fightmetric.com/fighter-details/d060014a5a039829
281,Mike Campbell,http://www.fightmetric.com/fighter-details/f5585e675af7afd4
282,John Campetella,http://www.fightmetric.com/fighter-details/31bbd46d57dfbcb7
283,Wagner Campos,http://www.fightmetric.com/fighter-details/db6d5f691aea3fd3
284,Will Campuzano,http://www.fightmetric.com/fighter-details/901cddcbfa079097
285,Chico Camus,http://www.fightmetric.com/fighter-details/32be4b7f7de1c905
286,Asbel Cancio,http://www.fightmetric.com/fighter-details/2a7afe14b3a0a058
287,Luiz Cane,http://www.fightmetric.com/fighter-details/24b033b3daf1c9df
288,Guido Cannetti,http://www.fightmetric.com/fighter-details/d05412b513b19621
289,Jared Cannonier,http://www.fightmetric.com/fighter-details/13a0275fa13c4d26
290,Jose Canseco,http://www.fightmetric.com/fighter-details/03da33a102d9a45f
291,Cody Canterbury,http://www.fightmetric.com/fighter-details/23100e8f71f25a4a
292,Bo Cantrell,http://www.fightmetric.com/fighter-details/6750e338922a099d
293,Steve Cantwell,http://www.fightmetric.com/fighter-details/f1f9e48a0d150757
294,Frank Caracci,http://www.fightmetric.com/fighter-details/44f9c777fed7ca03
295,Gina Carano,http://www.fightmetric.com/fighter-details/899eaba48fa864a6
296,Dos Caras,http://www.fightmetric.com/fighter-details/155a02a8b4311057
297,Bryan Caraway,http://www.fightmetric.com/fighter-details/5ef0088c1b19beeb
298,Phil Cardella,http://www.fightmetric.com/fighter-details/f6a7b02c42e9fc5b
299,Edgar Cardenas,http://www.fightmetric.com/fighter-details/99a86b134dccc166
